Pmax (MW),Pmin (MW),Type,Flag_thermal,Flag_VRE,Cost ($/MWh),EF,CC,Zone,FOR,RU,RD,RM_SPIN
1.6,0,Landfill_NG,1,0,15,0.39,0.43,AEP_MI,0.05,1,1,0.1
0.8,0,Landfill_NG,1,0,15,0.39,0.43,AEP_MI,0.05,1,1,0.1
49.9,0,Bio,1,0,20,0.99,0.43,DOM_VA,0.07,1,1,0
7.9,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
3.3,0,Bio,1,0,20,0.99,0.43,DUQ_PA,0.07,1,1,0
5,0,SolarPV,0,1,0,0,0.35,PE_NJ,0,1,1,0
15.5,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
4.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.2,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
3.4,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.7,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
2.6,0,SolarPV,0,1,0,0,0.35,CE_IL,0,1,1,0
1.7,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2.3,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
4,0,SolarPV,0,1,0,0,0.35,AEP_OH,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
6,0,Hydro,0,1,50,0,0.5,AP_PA,0.035,1,1,0
212,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
4.4,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
124,0,WindOn,0,1,0,0,0.28,PN_NY,0,1,1,0
249.8,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
11.4,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
4.4,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
4.4,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
7,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
7,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
7,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
7,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
7,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
7,0,NGCT,1,0,26.3,0.59,0.98,ME_PA,0.068,1,1,0.16
0.8,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
0.5,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
0.6,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
0.6,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,AEP_NC,0,1,1,0
8.6,0,SolarPV,0,1,0,0,0.35,PE_NJ,0,1,1,0
2.9,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
7.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2.5,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
2.5,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
1.6,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
1.6,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
1.6,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
1.6,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
1.6,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
1.6,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
1.6,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
1.6,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
1.6,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
1.6,0,NGCT,1,0,26.3,0.59,0.98,PE_PA,0.068,1,1,0.16
175,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
40,0,WindOn,0,1,0,0,0.28,AP_MD,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.4,0,Bio,1,0,20,0.99,0.43,ATSI_OH,0.07,1,1,0
1.4,0,Bio,1,0,20,0.99,0.43,ATSI_OH,0.07,1,1,0
202,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
48.4,0,NGCC,1,0,18.75,0.4,0.98,PL_PA,0.035,1,1,0.16
48.4,0,NGCC,1,0,18.75,0.4,0.98,PL_PA,0.035,1,1,0.16
48.4,0,NGCC,1,0,18.75,0.4,0.98,PL_PA,0.035,1,1,0.16
82.3,0,NGCC,1,0,18.75,0.4,0.98,PL_PA,0.035,1,1,0.16
82.3,0,NGCC,1,0,18.75,0.4,0.98,PL_PA,0.035,1,1,0.16
20,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.2,0,Oil,1,0,40,0.82,0.98,JC_NJ,0.07,1,1,0
4.3,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
5.6,0,NGCT,1,0,26.3,0.59,0.98,JC_NJ,0.068,1,1,0.16
8.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
0.6,0,Bio,1,0,20,0.99,0.43,ATSI_OH,0.07,1,1,0
0.6,0,Bio,1,0,20,0.99,0.43,ATSI_OH,0.07,1,1,0
0.6,0,Bio,1,0,20,0.99,0.43,ATSI_OH,0.07,1,1,0
7.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
237,0,NGCC,1,0,18.75,0.4,0.98,DOM_VA,0.035,1,1,0.16
237,0,NGCC,1,0,18.75,0.4,0.98,DOM_VA,0.035,1,1,0.16
338,0,NGCC,1,0,18.75,0.4,0.98,DOM_VA,0.035,1,1,0.16
2,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
98,0,WindOn,0,1,0,0,0.28,AEP_IL,0,1,1,0
1,0,WindOn,0,1,0,0,0.28,ATSI_OH,0,1,1,0
1.1,0,Bio,1,0,20,0.99,0.43,BC_MD,0.07,1,1,0
1.1,0,Bio,1,0,20,0.99,0.43,BC_MD,0.07,1,1,0
0.8,0,SolarPV,0,1,0,0,0.35,BC_MD,0,1,1,0
3,0,NGCT,1,0,26.3,0.59,0.98,PS_NJ,0.068,1,1,0.16
2.4,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
3.8,0,NGCT,1,0,26.3,0.59,0.98,PL_PA,0.068,1,1,0.16
2.7,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
9.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
4.9,0,SolarPV,0,1,0,0,0.35,AEP_NC,0,1,1,0
3.2,0,Landfill_NG,1,0,15,0.39,0.43,AE_NJ,0.05,1,1,0.1
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
30,0,WindOn,0,1,0,0,0.28,AP_MD,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.2,0,SolarPV,0,1,0,0,0.35,PE_NJ,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
7,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
310.3,0,NGCC,1,0,18.75,0.4,0.98,DPL_MD,0.035,1,1,0.16
310.3,0,NGCC,1,0,18.75,0.4,0.98,DPL_MD,0.035,1,1,0.16
493,0,NGCC,1,0,18.75,0.4,0.98,DPL_MD,0.035,1,1,0.16
1.5,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
3.3,0,NG,1,0,22.525,0.495,0.98,AEP_IN,0.035,1,1,0.16
3.3,0,NG,1,0,22.525,0.495,0.98,AEP_IN,0.035,1,1,0.16
3.3,0,NG,1,0,22.525,0.495,0.98,AEP_IN,0.035,1,1,0.16
3.3,0,NG,1,0,22.525,0.495,0.98,AEP_IN,0.035,1,1,0.16
1.3,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
4,0,SolarPV,0,1,0,0,0.35,AEP_OH,0,1,1,0
105,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
8,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,ATSI_OH,0,1,1,0
310.2,0,NGCC,1,0,18.75,0.4,0.98,DEOK_OH,0.035,1,1,0.16
233.7,0,NGCC,1,0,18.75,0.4,0.98,DEOK_OH,0.035,1,1,0.16
1,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
2.6,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
8.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.4,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.2,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
1.2,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
1.2,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
1.1,0,NGCT,1,0,26.3,0.59,0.98,ATSI_OH,0.068,1,1,0.16
2,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.6,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
2,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
2,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
2,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
1.7,0,SolarPV,0,1,0,0,0.35,ATSI_OH,0,1,1,0
10,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,AEP_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,AEP_NC,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
16,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
12,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,ATSI_OH,0,1,1,0
1.3,0,SolarPV,0,1,0,0,0.35,PL_PA,0,1,1,0
150,0,WindOn,0,1,0,0,0.28,CE_IN,0,1,1,0
14,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
4.8,0,Landfill_NG,1,0,15,0.39,0.43,AEP_MI,0.05,1,1,0.1
10,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
3.5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
0.6,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.6,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.6,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.6,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.6,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.6,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.6,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.6,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.6,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
0.6,0,Oil,1,0,40,0.82,0.98,DOM_VA,0.07,1,1,0
3,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
5.2,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
8,0,SolarPV,0,1,0,0,0.35,PS_NJ,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
2.2,0,SolarPV,0,1,0,0,0.35,ATSI_OH,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
1.2,0,SolarPV,0,1,0,0,0.35,PEP_DE,0,1,1,0
1.2,0,SolarPV,0,1,0,0,0.35,BC_MD,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
1.2,0,SolarPV,0,1,0,0,0.35,RECO_NJ,0,1,1,0
1.6,0,Landfill_NG,1,0,15,0.39,0.43,AP_PA,0.05,1,1,0.1
1.6,0,Landfill_NG,1,0,15,0.39,0.43,AP_PA,0.05,1,1,0.1
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
328,0,NGCC,1,0,18.75,0.4,0.98,ATSI_OH,0.035,1,1,0.16
328,0,NGCC,1,0,18.75,0.4,0.98,ATSI_OH,0.035,1,1,0.16
1.5,0,Oil,1,0,40,0.82,0.98,ATSI_OH,0.07,1,1,0
404,0,NGCC,1,0,18.75,0.4,0.98,ATSI_OH,0.035,1,1,0.16
2,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
235.5,0,NGCC,1,0,18.75,0.4,0.98,ATSI_OH,0.035,1,1,0.16
235.5,0,NGCC,1,0,18.75,0.4,0.98,ATSI_OH,0.035,1,1,0.16
361.3,0,NGCC,1,0,18.75,0.4,0.98,ATSI_OH,0.035,1,1,0.16
1,0,Bio,1,0,20,0.99,0.43,AEP_IN,0.07,1,1,0
1,0,Bio,1,0,20,0.99,0.43,AEP_IN,0.07,1,1,0
1,0,Bio,1,0,20,0.99,0.43,AEP_IN,0.07,1,1,0
1,0,Bio,1,0,20,0.99,0.43,AEP_IN,0.07,1,1,0
1,0,Bio,1,0,20,0.99,0.43,AEP_IN,0.07,1,1,0
1,0,Bio,1,0,20,0.99,0.43,AEP_IN,0.07,1,1,0
1.7,0,WindOn,0,1,0,0,0.28,CE_IL,0,1,1,0
1.1,0,Landfill_NG,1,0,15,0.39,0.43,PEP_DE,0.05,1,1,0.1
1.1,0,Landfill_NG,1,0,15,0.39,0.43,PEP_DE,0.05,1,1,0.1
2,0,Landfill_NG,1,0,15,0.39,0.43,PEP_DE,0.05,1,1,0.1
2.7,0,Landfill_NG,1,0,15,0.39,0.43,AP_IL,0.05,1,1,0.1
2.7,0,Landfill_NG,1,0,15,0.39,0.43,AP_IL,0.05,1,1,0.1
2.7,0,Landfill_NG,1,0,15,0.39,0.43,AP_IL,0.05,1,1,0.1
2.7,0,Landfill_NG,1,0,15,0.39,0.43,AP_IL,0.05,1,1,0.1
2.7,0,Landfill_NG,1,0,15,0.39,0.43,AP_IL,0.05,1,1,0.1
2.7,0,Landfill_NG,1,0,15,0.39,0.43,AP_IL,0.05,1,1,0.1
3.5,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,PS_NJ,0,1,1,0
1.1,0,Landfill_NG,1,0,15,0.39,0.43,AEP_IN,0.05,1,1,0.1
10.3,0,SolarPV,0,1,0,0,0.35,PEP_MD,0,1,1,0
3.2,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
1.6,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.8,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
0.3,0,Landfill_NG,1,0,15,0.39,0.43,AP_VA,0.05,1,1,0.1
1.1,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
1.1,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
1.1,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
1.1,0,NGCT,1,0,26.3,0.59,0.98,PS_IL,0.068,1,1,0.16
75,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
4.6,0,SolarPV,0,1,0,0,0.35,AEP_MI,0,1,1,0
2.5,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
15,0,NGCT,1,0,26.3,0.59,0.98,DOM_VA,0.068,1,1,0.16
15,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
2.1,0,SolarPV,0,1,0,0,0.35,ME_VA,0,1,1,0
529,0,NGCC,1,0,18.75,0.4,0.98,AEP_PA,0.035,1,1,0.16
529,0,NGCC,1,0,18.75,0.4,0.98,AEP_PA,0.035,1,1,0.16
17,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,DOM_VA,0,1,1,0
369.8,0,NGCC,1,0,18.75,0.4,0.98,DOM_VA,0.035,1,1,0.16
369.8,0,NGCC,1,0,18.75,0.4,0.98,DOM_VA,0.035,1,1,0.16
369.8,0,NGCC,1,0,18.75,0.4,0.98,DOM_VA,0.035,1,1,0.16
663.9,0,NGCC,1,0,18.75,0.4,0.98,DOM_VA,0.035,1,1,0.16
1.3,0,SolarPV,0,1,0,0,0.35,PEP_DE,0,1,1,0
0.5,0,SolarPV,0,1,0,0,0.35,PEP_DE,0,1,1,0
80,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
208,0,WindOn,0,1,0,0,0.28,DOM_NC,0,1,1,0
1.1,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
1.1,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
1.1,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
20,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
3,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.1,0,SolarPV,0,1,0,0,0.35,DOM_MD,0,1,1,0
1.6,0,SolarPV,0,1,0,0,0.35,BC_MD,0,1,1,0
2.1,0,SolarPV,0,1,0,0,0.35,ATSI_OH,0,1,1,0
1.5,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
4.5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.6,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
1,0,SolarPV,0,1,0,0,0.35,DPL_MD,0,1,1,0
1.2,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
80,0,SolarPV,0,1,0,0,0.35,AP_VA,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
1.5,0,WindOn,0,1,0,0,0.28,AEP_OH,0,1,1,0
103,0,WindOn,0,1,0,0,0.28,DOM_WV,0,1,1,0
2,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1,0,Landfill_NG,1,0,15,0.39,0.43,EKPC_KY,0.05,1,1,0.1
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
4,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
3,0,SolarPV,0,1,0,0,0.35,AEP_OH,0,1,1,0
1.2,0,SolarPV,0,1,0,0,0.35,AE_NJ,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,DOM_NC,0,1,1,0
1.4,0,SolarPV,0,1,0,0,0.35,JC_NJ,0,1,1,0
2,0,Oil,1,0,40,0.82,0.98,AP_VA,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,AP_VA,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,AP_VA,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,AP_VA,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,AP_VA,0.07,1,1,0
2,0,Oil,1,0,40,0.82,0.98,AP_VA,0.07,1,1,0
5.2,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
5,0,SolarPV,0,1,0,0,0.35,AEP_IN,0,1,1,0
