transformer_id,bus0,bus1,voltage_bus0,voltage_bus1,s_nom,geometry
virtual_way/139498124:1-220-132,virtual_way/139498124:1-220,virtual_way/139498129:1-132,220,132,1475,'LINESTRING (10.9372661 45.10939069, 10.9369938 45.10920191)'
virtual_way/140304287:1-400-220,virtual_way/358493679:0-400,virtual_way/140304287:1-220,400,220,1967,'LINESTRING (18.52458363 50.13325763, 18.52425459 50.13309051)'
virtual_way/141333190:1-220-132,virtual_way/141333193:1-220,virtual_way/141333190:1-132,220,132,1967,'LINESTRING (8.56089781 46.61247434, 8.56062638 46.61227966)'
virtual_way/141333198:0-220-132,virtual_way/141333193:0-220,virtual_way/141333190:0-132,220,132,1967,'LINESTRING (8.55297172 46.62313846, 8.55270027 46.62294376)'
virtual_way/143207666:0-220-132,virtual_way/143207669:0-220,virtual_way/143207666:0-132,220,132,1475,'LINESTRING (-0.77718979 41.70823131, -0.77740827 41.7080145)'
virtual_way/143483660:1-220-132,virtual_way/143483660:1-220,virtual_way/1259753032:1-132,220,132,984,'LINESTRING (-8.69445014 42.24210337, -8.69464164 42.24187119)'
virtual_way/143483670:0-220-132,virtual_way/143483670:0-220,virtual_way/1013278835:1-132,220,132,492,'LINESTRING (-8.62098649 42.26530882, -8.62117831 42.26507678)'
virtual_way/144158992:b:1-220-132,virtual_way/144158992:b:1-220,virtual_way/221130402:1-132,220,132,1475,'LINESTRING (-7.6533658 42.41426844, -7.6535616 42.41403816)'
virtual_way/144396435:1-400-220,virtual_way/144396408:1-400,virtual_way/144396435:1-220,400,220,3575,'LINESTRING (-7.68104716 41.11736494, -7.68123974 41.11713446)'
virtual_way/145302685:0-400-220,virtual_way/165666095:0-400,virtual_way/145302685:0-220,400,220,5363,'LINESTRING (0.86506382 40.95152784, 0.86484215 40.95131445)'
virtual_way/146812033:0-220-132,virtual_way/196488524:0-220,virtual_way/146812033:0-132,220,132,492,'LINESTRING (-1.88614346 43.31306903, -1.88636311 43.31285008)'
virtual_way/157809712:0-400-380,virtual_way/157809712:0-400,virtual_way/157331464:1-380,400,380,1788,'LINESTRING (13.21030006 50.52901077, 13.20998815 50.52882863)'
virtual_way/159068342:1-220-132,virtual_way/169496739:0-220,virtual_way/159067976:1-132,220,132,492,'LINESTRING (-8.41120232 43.32424591, -8.41139754 43.32401435)'
virtual_way/159071540:1-220-132,virtual_way/159071540:1-220,virtual_way/169454604:1-132,220,132,1475,'LINESTRING (-8.43028912 43.31761769, -8.43048424 43.31738609)'
virtual_way/160661275:a:1-220-132,virtual_way/160661275:a:1-220,virtual_way/160661277:1-132,220,132,1475,'LINESTRING (10.71234247 46.62266459, 10.71206323 46.62247541)'
virtual_way/163399867:0-225-220,virtual_way/669526533:1-225,virtual_way/163399866:0-220,225,220,503,'LINESTRING (6.05200112 46.23760318, 6.0519871 46.23779393)'
virtual_way/163399867:0-400-220,virtual_way/669526532:0-400,virtual_way/163399866:0-220,400,220,3575,'LINESTRING (6.05226151 46.23780407, 6.0519871 46.23779393)'
virtual_way/163399867:0-400-225,virtual_way/669526532:0-400,virtual_way/669526533:1-225,400,225,3575,'LINESTRING (6.05226151 46.23780407, 6.05200112 46.23760318)'
virtual_way/166885671:0-400-150,virtual_way/166885671:0-400,virtual_way/98524301:1-150,400,150,3575,'LINESTRING (9.88087387 56.64178005, 9.88052904 56.64158906)'
virtual_way/169288047:1-400-220,virtual_way/169293856:0-400,virtual_way/169288047:1-220,400,220,3575,'LINESTRING (16.9256949 52.29754797, 16.9253555 52.29737643)'
virtual_way/172279656:1-400-220,virtual_relation/9313232:a:1-400,virtual_way/172279656:1-220,400,220,5363,'LINESTRING (21.14417631 50.10516343, 21.14383824 50.10500413)'
virtual_way/188965945:1-420-400,virtual_way/585198893:1-420,virtual_way/188965945:1-400,420,400,1877,'LINESTRING (11.8174155 59.33759734, 11.8170337 59.33741146)'
virtual_way/192472229:0-220-132,virtual_way/1302963591:1-220,virtual_way/1302963593:1-132,220,132,984,'LINESTRING (-3.57950812 40.41210574, -3.57971325 40.411883)'
virtual_way/192648425:1-400-220,virtual_way/192648425:1-400,virtual_way/190110748:a:1-220,400,220,3575,'LINESTRING (-5.89495624 43.32577868, -5.89516105 43.32555176)'
virtual_way/195750078:0-220-132,virtual_way/195750078:0-220,virtual_relation/5651080:1-132,220,132,492,'LINESTRING (8.11876399 47.39222366, 8.11849021 47.39202794)'
virtual_way/196377179:1-400-220,virtual_way/196377176:1-400,virtual_way/196379340:0-220,400,220,3575,'LINESTRING (-3.05348139 43.33805966, -3.05369684 43.33783832)'
virtual_way/207800275:0-380-220,virtual_way/207800275:0-380,virtual_way/207800275:0-220,380,220,3397,'LINESTRING (7.09522855 50.58379301, 7.09494102 50.58359492)'
virtual_way/208105588:0-380-150,virtual_way/1200670020:1-380,virtual_way/208105588:0-150,380,150,3397,'LINESTRING (9.91318285 46.48294806, 9.9129072 46.4827568)'
virtual_way/209111683:0-220-132,virtual_way/209111683:1-220,virtual_way/969835968:1-132,220,132,984,'LINESTRING (8.32026235 46.50280707, 8.31999235 46.50261178)'
virtual_way/209181213:1-380-220,virtual_way/209181213:1-380,virtual_way/76706345:1-220,380,220,1699,'LINESTRING (9.56351833 46.66467227, 9.56324299 46.66448014)'
virtual_way/211518749:1-220-132,virtual_way/211518749:1-220,virtual_way/211518751:1-132,220,132,984,'LINESTRING (7.76234089 45.12134737, 7.76207951 45.12115055)'
virtual_way/215588442:0-380-220,virtual_way/215588442:0-380,virtual_way/215588442:0-220,380,220,3397,'LINESTRING (6.52585701 51.75334291, 6.52556474 51.75314343)'
virtual_way/227647614:1-145-132,virtual_way/227665115:1-145,virtual_way/227647614:1-132,145,132,162,'LINESTRING (-3.21434693 53.98256529, -3.21460587 53.98234371)'
virtual_way/24479976:0-380-220,virtual_way/24479976:0-380,virtual_way/24479976:0-220,380,220,3397,'LINESTRING (6.70951501 51.36172752, 6.70922439 51.36152848)'
virtual_way/253385905:0-220-132,virtual_way/253385905:0-220,virtual_relation/7220349:1-132,220,132,492,'LINESTRING (9.383216 47.06768548, 9.38297242 47.06784948)'
virtual_way/253385905:0-380-132,virtual_way/253385905:0-380,virtual_relation/7220349:1-132,380,132,1699,'LINESTRING (9.3833018 47.06791189, 9.38297242 47.06784948)'
virtual_way/253385905:0-380-220,virtual_way/253385905:0-380,virtual_way/253385905:0-220,380,220,1699,'LINESTRING (9.3833018 47.06791189, 9.383216 47.06768548)'
virtual_way/25422088:1-400-132,virtual_way/25422088:1-400,virtual_way/100821389:0-132,400,132,5363,'LINESTRING (0.7230521 51.99860281, 0.72278466 51.99838973)'
virtual_way/25788425:1-380-220,virtual_way/25788425:1-380,virtual_way/25788425:1-220,380,220,3397,'LINESTRING (6.85620562 51.67983393, 6.85591238 51.67963527)'
virtual_way/264531764:0-400-132,virtual_way/100773227:1-400,virtual_way/264531764:0-132,400,132,5363,'LINESTRING (0.47302527 51.52216281, 0.47276157 51.52194919)'
virtual_way/264541282:0-420-132,virtual_way/1000512859:1-420,virtual_way/264541284:0-132,420,132,7508,'LINESTRING (6.1133934 58.88625091, 6.11304774 58.88605003)'
virtual_way/264541288:0-420-132,virtual_way/285498848:1-420,virtual_way/264541288:0-132,420,132,7508,'LINESTRING (6.30250065 59.01801231, 6.30215266 59.01781189)'
virtual_way/271039582:0-220-132,virtual_way/271039582:0-220,virtual_way/458462511:1-132,220,132,984,'LINESTRING (-1.91463759 43.27488681, -1.91485701 43.27466779)'
virtual_way/287684721:1-420-400,virtual_way/287684721:1-420,virtual_way/280827026:1-400,420,400,1877,'LINESTRING (12.05982747 63.17683668, 12.05939533 63.17665112)'
virtual_way/290396036:1-420-300,virtual_way/290396036:1-420,virtual_way/290393695:1-300,420,300,7508,'LINESTRING (8.47805206 62.71502359, 8.47764904 62.71482831)'
virtual_way/290396037:0-420-300,virtual_way/292009074:0-420,virtual_way/290396037:0-300,420,300,7508,'LINESTRING (8.63889936 62.84886464, 8.63849354 62.84866976)'
virtual_way/292009073:0-420-300,virtual_way/292009073:0-420,virtual_way/292009076:0-300,420,300,7508,'LINESTRING (8.60309571 62.84244149, 8.6026902 62.84224652)'
virtual_way/292009081:0-420-300,virtual_way/292009075:1-420,virtual_way/292009081:0-300,420,300,7508,'LINESTRING (8.49988619 62.74863402, 8.49948259 62.74843879)'
virtual_way/292593505:1-420-400,virtual_way/400886663:0-420,virtual_way/292593505:1-400,420,400,1877,'LINESTRING (17.46479525 68.08181863, 17.46423415 68.08164857)'
virtual_way/30419417:1-380-220,virtual_way/30419417:1-380,virtual_way/259468196:1-220,380,220,3397,'LINESTRING (11.88140417 53.08345411, 11.88107943 53.08326849)'
virtual_way/31193726:1-220-132,virtual_way/193445970:a:1-220,virtual_way/31193726:1-132,220,132,1967,'LINESTRING (9.44447859 45.63727733, 9.44420884 45.63708477)'
virtual_way/32672606:1-380-220,virtual_relation/12479461:a:1-380,virtual_way/32672606:1-220,380,220,6793,'LINESTRING (7.42771352 51.42891032, 7.42741938 51.42871308)'
virtual_way/32950166:0-380-220,virtual_way/32950166:0-380,virtual_way/32950166:0-220,380,220,3397,'LINESTRING (13.47658492 52.62972124, 13.47625688 52.62953996)'
virtual_way/336065215:1-220-132,virtual_way/375528311:1-220,virtual_way/338670449:1-132,220,132,492,'LINESTRING (9.0928975 45.50165798, 9.09262965 45.50146452)'
virtual_way/340248507:1-220-132,virtual_way/91679026:1-220,virtual_way/1271671195:1-132,220,132,984,'LINESTRING (-6.08700528 40.01028353, -6.08720085 40.01005586)'
virtual_way/34897791:0-380-220,virtual_way/22766037:0-380,virtual_way/34897791:0-220,380,220,5095,'LINESTRING (6.89433064 50.84802879, 6.89404236 50.84783021)'
virtual_way/34942575:0-380-220,virtual_relation/1141616:a:1-380,virtual_way/34942575:0-220,380,220,8491,'LINESTRING (13.69468231 52.56056824, 13.6943539 52.56038757)'
virtual_way/35164077:1-380-220,virtual_way/35164077:0-380,virtual_way/41389619:0-220,380,220,5095,'LINESTRING (6.62179194 51.05467131, 6.62150358 51.05447206)'
virtual_way/365587953:0-220-150,virtual_way/1178282957:0-220,virtual_way/365587953:0-150,220,150,1967,'LINESTRING (8.91280585 47.17865591, 8.91253022 47.17846218)'
virtual_way/381950155:1-380-220,virtual_way/381950155:1-380,virtual_way/149815387:1-220,380,220,5095,'LINESTRING (7.50021245 50.3455787, 7.49992466 50.34538161)'
virtual_way/399284294:1-220-132,virtual_way/399284294:1-220,virtual_way/399284299:1-132,220,132,1475,'LINESTRING (-3.88572491 40.46622171, -3.88592915 40.46599836)'
virtual_way/42509126:1-380-220,virtual_way/42509126:1-380,virtual_way/42509126:1-220,380,220,3397,'LINESTRING (7.45673016 51.66034398, 7.45643444 51.66014682)'
virtual_way/427453398:0-400-132,virtual_way/145181917:0-400,virtual_way/171642117:0-132,400,132,5363,'LINESTRING (-0.5148958 39.5209994, -0.51510865 39.52078282)'
virtual_way/42920999:0-380-220,virtual_way/25028229:1-380,virtual_way/25028229:1-220,380,220,5095,'LINESTRING (7.14798891 51.50480913, 7.1476955 51.50461119)'
virtual_way/461199931:1-225-220,virtual_way/176700313:0-225,virtual_way/461199931:1-220,225,220,503,'LINESTRING (5.99460007 46.18632532, 5.99434013 46.18612428)'
virtual_way/47247862:0-400-380,virtual_way/47247862:0-400,virtual_way/83947313:1-380,400,380,1788,'LINESTRING (16.08836092 48.74608616, 16.08805008 48.74591184)'
virtual_way/491674882:1-220-132,virtual_way/288005003:1-220,virtual_way/491674882:1-132,220,132,492,'LINESTRING (9.08074521 47.12921067, 9.08050039 47.12937398)'
virtual_way/491674882:1-380-132,virtual_way/288005003:1-380,virtual_way/491674882:1-132,380,132,1699,'LINESTRING (9.0808298 47.12943731, 9.08050039 47.12937398)'
virtual_way/491674882:1-380-220,virtual_way/288005003:1-380,virtual_way/288005003:1-220,380,220,1699,'LINESTRING (9.0808298 47.12943731, 9.08074521 47.12921067)'
virtual_way/548201546:1-420-132,virtual_way/548339557:0-420,virtual_way/548201546:1-132,420,132,7508,'LINESTRING (5.82733125 61.86715431, 5.82695577 61.86695231)'
virtual_way/548201579:1-420-132,virtual_way/548201574:0-420,virtual_way/548201579:1-132,420,132,7508,'LINESTRING (5.28484791 61.75696393, 5.28447717 61.75676059)'
virtual_way/550914862:1-420-300,virtual_way/550914862:1-420,virtual_way/287112084:1-300,420,300,3754,'LINESTRING (9.81952582 59.72768178, 9.81915068 59.72749043)'
virtual_way/551307201:0-420-132,virtual_way/551307201:0-420,virtual_way/548201546:0-132,420,132,7508,'LINESTRING (5.8212061 61.83798304, 5.82083099 61.83778103)'
virtual_way/572898640:1-420-132,virtual_way/572898640:1-420,virtual_way/512415725:1-132,420,132,7508,'LINESTRING (15.45009336 67.11270092, 15.44956875 67.11252478)'
virtual_way/588443659:1-420-132,virtual_way/231380681:1-420,virtual_way/588443659:1-132,420,132,7508,'LINESTRING (13.59350415 66.71774622, 13.59300101 66.71756461)'
virtual_way/588443660:1-420-132,virtual_way/588709887:1-420,virtual_way/588443660:1-132,420,132,7508,'LINESTRING (13.5780551 66.68991504, 13.57755263 66.68973338)'
virtual_way/59099545:1-400-380,virtual_relation/6359580:a:1-400,virtual_way/59099545:1-380,400,380,7150,'LINESTRING (7.43160462 45.6030045, 7.43134218 45.6028069)'
virtual_way/60869542:1-380-220,virtual_way/60869542:1-380,virtual_way/60869542:1-220,380,220,3397,'LINESTRING (7.13628509 51.41729621, 7.13599229 51.41709824)'
virtual_way/61995958:0-220-132,virtual_way/297285201:0-220,virtual_way/61995958:0-132,220,132,1967,'LINESTRING (13.57322718 45.81568888, 13.57294232 45.81550719)'
virtual_way/635947176:0-254-220,virtual_way/635947176:0-254,virtual_way/1394025989:1-220,254,220,852,'LINESTRING (0.07484234 53.50117789, 0.07456946 53.50096331)'
virtual_way/637258485:1-225-220,virtual_way/1188527275:1-225,virtual_way/637258485:1-220,225,220,503,'LINESTRING (6.14110248 46.30573736, 6.14108875 46.30592812)'
virtual_way/637258485:1-380-220,virtual_way/637258485:1-380,virtual_way/637258485:1-220,380,220,1699,'LINESTRING (6.14137725 46.30574728, 6.14108875 46.30592812)'
virtual_way/637258485:1-380-225,virtual_way/637258485:1-380,virtual_way/1188527275:1-225,380,225,1699,'LINESTRING (6.14137725 46.30574728, 6.14110248 46.30573736)'
virtual_way/637258485:1-400-220,virtual_way/1188527275:1-400,virtual_way/637258485:1-220,400,220,1788,'LINESTRING (6.14136352 46.30593804, 6.14108875 46.30592812)'
virtual_way/637258485:1-400-225,virtual_way/1188527275:1-400,virtual_way/1188527275:1-225,400,225,1788,'LINESTRING (6.14136352 46.30593804, 6.14110248 46.30573736)'
virtual_way/637258485:1-400-380,virtual_way/1188527275:1-400,virtual_way/637258485:1-380,400,380,1788,'LINESTRING (6.14136352 46.30593804, 6.14137725 46.30574728)'
virtual_way/654282779:0-400-220,virtual_way/654282777:0-400,virtual_way/654282787:0-220,400,220,1788,'LINESTRING (19.22435831 50.2119089, 19.22402619 50.21174386)'
virtual_way/702532052:1-400-132,virtual_way/196216001:1-400,virtual_way/450064225:1-132,400,132,3575,'LINESTRING (-2.87524888 43.43299345, -2.87546529 43.43277249)'
virtual_way/72561691:1-135-132,virtual_way/72561693:0-135,virtual_way/72561691:1-132,135,132,302,'LINESTRING (9.33147213 45.57019066, 9.33120311 45.56999781)'
virtual_way/729102365:0-380-220,virtual_way/729102365:0-380,virtual_way/34942575:1-220,380,220,3397,'LINESTRING (13.5337841 52.61937546, 13.5334559 52.61919434)'
virtual_way/74261765:1-380-220,virtual_way/68677653:1-380,virtual_way/68677653:1-220,380,220,3397,'LINESTRING (7.25285111 51.40552531, 7.25255788 51.40532762)'
virtual_way/820461514:1-400-132,virtual_way/22978843:a:1-400,virtual_way/820461514:1-132,400,132,5363,'LINESTRING (-1.47332724 50.90529241, -1.47357883 50.9050746)'
virtual_way/828574554:0-220-132,virtual_way/170389316:1-220,virtual_way/828574554:0-132,220,132,1967,'LINESTRING (-5.90959017 39.45367211, -5.90978503 39.45344469)'
virtual_way/832127294:0-220-132,virtual_way/146812025:0-220,virtual_way/832127294:1-132,220,132,1475,'LINESTRING (-1.94753946 43.26185964, -1.94775872 43.26164056)'
virtual_way/83432354:1-220-132,virtual_way/74257735:1-220,virtual_way/83432354:1-132,220,132,1475,'LINESTRING (9.3113314 45.55947992, 9.31106251 45.55928702)'
virtual_way/839953071:1-400-220,virtual_way/839953071:1-400,virtual_relation/5596461:1-220,400,220,1788,'LINESTRING (16.71126362 54.02520661, 16.71091078 54.02503459)'
virtual_way/841787388:0-400-150,virtual_way/399008275:0-400,virtual_way/399008274:0-150,400,150,3575,'LINESTRING (9.47639438 55.66503786, 9.47606002 55.66484584)'
virtual_way/844126092:1-380-220,virtual_way/844126092:1-380,virtual_way/906381479:1-220,380,220,6793,'LINESTRING (6.66992656 51.67632181, 6.66963414 51.67612269)'
virtual_way/907517160:0-400-380,virtual_way/907517160:0-400,virtual_way/907517163:1-380,400,380,1788,'LINESTRING (9.3222424 54.8059246, 9.3219158 54.8057322)'
virtual_way/912545945:1-220-132,virtual_way/209112350:1-220,virtual_way/616947454:1-132,220,132,2950,'LINESTRING (7.64732829 47.09176112, 7.64707921 47.09192116)'
virtual_way/912545945:1-380-132,virtual_way/912545952:0-380,virtual_way/616947454:1-132,380,132,3397,'LINESTRING (7.64740661 47.09198883, 7.64707921 47.09192116)'
virtual_way/912545945:1-380-220,virtual_way/912545952:0-380,virtual_way/209112350:1-220,380,220,3397,'LINESTRING (7.64740661 47.09198883, 7.64732829 47.09176112)'
virtual_way/91655773:1-380-220,virtual_way/91655781:1-380,virtual_way/91655753:1-220,380,220,3397,'LINESTRING (6.56773546 49.80051514, 6.56745469 49.80031572)'
way/100009331-400-132,way/100009331-400,way/100009331-132,400,132,3575,'LINESTRING (-4.13682103 51.0059389, -4.13706066 51.00571562)'
way/100077745-400-275,way/100077745-400,way/100077745-275,400,275,3575,'LINESTRING (-4.4632618 55.5763229, -4.463523 55.57609864)'
way/100087916-400-225,way/100087916-400,way/100087916-225,400,225,3575,'LINESTRING (5.83269552 43.69094739, 5.8324471 43.6907457)'
way/1000881525-400-225,way/1000881525-400,way/1000881525-225,400,225,3575,'LINESTRING (2.82483549 44.0379304, 2.82459623 44.03772175)'
way/100113593-380-132,way/100113593-380,virtual_way/100117212:0-132,380,132,3397,'LINESTRING (10.60353116 42.95870688, 10.60327001 42.95851691)'
way/100253768-380-132,way/100253768-380,virtual_way/100114994:1-132,380,132,10189,'LINESTRING (10.69676817 43.05187484, 10.69646033 43.05181623)'
way/100420146-220-132,way/100420146-220,way/100420146-132,220,132,492,'LINESTRING (12.24817543 45.42759959, 12.24794787 45.42777004)'
way/100420146-380-132,way/100420146-380,way/100420146-132,380,132,1699,'LINESTRING (12.24827041 45.42782379, 12.24794787 45.42777004)'
